,site,species,individual,start_end,age,aborted_ovule_count,accessory_costs,accessory_costs_using_seedweight,accessory_inv,all_leaf_and_repro_inv,all_leaf_inv,choosiness,cone_count,count_per_length,diameter,diameter_0,discarded_costs,discarded_inv,embryo_endo_costs,embryo_endo_inv,embryo_endo_size,flower_inv,fruit_costs,fruit_inv,gross_inv,growth_height,growth_inv,growth_leaf,growth_leaf_area,growth_leaf_neg,growth_leaf_pos,growth_leaf_prop_no_accessory,growth_shoot_length,growth_stem,growth_stem_area,growth_stem_diameter,height,height_0,inflorescence_count,leaf_area,leaf_area_0,leaf_inv_gross,leaf_replacement,leaf_repro_inv,leaf_shed,leaf_size,leaf_weight,leaf_weight_0,lifespan,LMA,lvs_end,lvs_end_count,lvs_end_length,mature,maturity,ovule_count,ovule_per_ovary,pack_disp_success_inv,packaging_dispersal_costs,packaging_dispersal_costs_temp,pollen_attract_costs,pollen_set,postpollen_aborted_costs,postpollen_aborted_count,postpollen_aborted_inv,postpollen_all_costs,postpollen_all_inv,postpollen_count,postpollen_temp_inv,prepollen_all_costs,prepollen_all_inv,prepollen_costs_from_pack_disp_tissues,prepollen_costs_from_seed_tissues,prepollen_count,prepollen_count_aborted_preflowering,prepollen_count_reach_flowering,prepollen_discarded_costs,prepollen_discarded_inv,prepollen_inv_aborted_preflowering,prepollen_inv_from_aborted_dispersal,prepollen_inv_from_pack_disp_tissues,prepollen_partial_costs,prepollen_success_inv,prepollen_temp_inv,prop_accessory_vs_embryo_endo,prop_accessory_vs_propagule,prop_discarded_vs_all_repro,prop_embryo_endo_vs_all_repro,prop_embryo_endo_vs_success,prop_endo,prop_leaf_expand,prop_leaf_loss,prop_leaf_replacement,prop_pack_disp_vs_all_repro,prop_pack_disp_vs_success,prop_pollen_attract_vs_all_repro,prop_pollen_attract_vs_success,prop_postpollen_all_vs_all_repro,prop_postpollen_discarded,prop_postpollen_discarded_vs_all_repro,prop_postpollen_success,prop_prepollen_all_vs_all_repro,prop_prepollen_discarded,prop_prepollen_discarded_vs_all_repro,prop_prepollen_success,prop_propagule_vs_all_repro,prop_provisioning_vs_success,prop_repro,prop_success,prop_surplus,propagule_costs,propagule_costs_temp,propagule_inv,provisioning_costs,RA,RA_max_1,replace_leaf_prop_no_accessory,repro_and_leaf_growth_prop_surplus,repro_costs,repro_inv,repro_prop_all_leaf,reproducing,scaled_ovule_count,scaled_pollen_attract_costs,scaled_provisioning_costs,scaled_reach_flowering_count,scaled_repro_inv,scaled_seed_count,seed_coat_costs,seed_count,seed_prop_all,seed_prop_all_acc,seed_prop_surplus,seed_prop_veg,seed_size,seed_size_source,seedset,shoot_leaf_count,shoot_leaf_count_new,shoot_leaf_count_new_and_shed_count,shoot_leaf_count_start,shoot_length_start,stem_area,stem_weight,stem_weight_0,stop_at_flower_count,success_costs,success_inv,surplus_inv,total_inv,total_weight,total_weight_0,wood_density,zygote_set,mean_P,mean_N,mean_P_s,mean_N_s,ratio_leaf_stem,leaf_m_whole,leaf_a_whole,mean_P_area,mean_N_area,age_group,mean_ratio_leaf_stem,mean_leaf_m_whole,mean_leaf_a_whole,mean_g_diameter,mean_g_height,mean_g_inv,mean_g_leaf_area,mean_g_gross_inv,mean_ratio_leaf_stem_s,mean_leaf_m_whole_s,mean_leaf_a_whole_s,mean_g_stem_diameter_s,mean_g_height_s,mean_g_inv_s,mean_g_leaf_area_s,mean_g_gross_inv_s,mean_LMA_s,mean_P_area_s,mean_N_area_s
41,Waratah2011,HEPU,HEPU_151,end,2.4,4,0,0,5.253146294,284.9844424,279.7312961,0,0,0.533291179,2.153333333,1.24,0,5.253146294,0,0,0.29716,0,0,0,589.2182774,32,411.6333814,107.3995464,4.808934912,0,107.3995464,0.183914314,70,304.233835,2.434140895,0.913333333,247,215,0,22.40597015,17.59703524,279.7312961,172.3317497,112.6526927,172.3317497,0.093616542,500.4,393.0004536,20,0.022333333,55.99557377,0,105,TRUE,1.4,4,4,0,0,0,0,1,0,4,2.747058824,0,2.747058824,4,2.747058824,0,2.50608747,0,0,0,0,4,0,2.50608747,0,0,0,0,0,2.50608747,1,1,1,0,0,0.2833,0.191190085,0.438502674,0.483665313,0,0,0,0,0.522935907,1,0,0,0.477064093,1,0,0,0,1,0.00891545,0,0.395294184,0,0,0,0,0.012600902,0.046631342,0.479020546,0.395294184,0,5.253146294,0.018433098,TRUE,0.227311018,0,0,0.227311018,0.298524508,0,0,0,0,0,0,0,0,Henery,0,93.32595628,37.33038251,0,99.72545043,47,3.641769111,390.6,86.36616496,0,0,0,112.6526927,416.8865277,891,479.3666186,0.83,0,85.55366667,1.256,133.587625,1.3311375,1.281105991,0.561616162,0.025146992,8.0092384,0.117582376,"Young (1.4, 2.4 yrs)",1.003641423,0.497437131,0.022273304,0.887619048,94.14285714,773.8854515,7.75581887,947.2074448,0.774538526,0.401372425,0.022818039,0.719711329,63.41176471,654.6623237,8.521176961,979.3611319,0.020466667,14.04711571,0.111747644
42,Basin2007,HEPU,HEPU_402,end,5,96,4.79678827,4.231860035,191.8715308,576.7723123,375.9684991,3.4,0,0.533291179,2.213333333,1.753333333,3.048242264,121.9296905,0.223307059,8.932282353,0.29716,160.9720169,0.788235294,31.52941176,935.1268194,92,360.008568,1.654060799,0.074395538,0,1.654060799,0.014243213,83,358.3545072,1.433089849,0.46,412,320,0,24.89055472,24.81615918,375.9684991,374.3144383,202.457874,374.3144383,0.079400298,553.4,551.7459392,20,0.022233333,34,34,0,TRUE,1.4,136,4,22.59712941,0.564928235,0.557095903,1.183617771,0.76,0.635081232,36,25.40324928,1.423316526,56.93266105,76,99.27194971,3.596778803,143.8711521,0.557095903,0,60,36,100,2.413161032,96.52644126,25.509375,20.05545252,55.70959035,0.626521868,47.34471084,101.5318634,0.955517367,0.842983999,0.607208044,0.044482633,0.113247312,0.2833,0.21650312,0.678418112,0.616785125,0.112533368,0.286496111,0.235775955,0.600256577,0.283523804,0.446198172,0.126507803,0.553801828,0.716476196,0.670922835,0.48070024,0.329077165,0.157016001,0.399743423,0.214734311,0.392791956,0.351018712,0.788235294,0.788235294,31.52941176,0.788235294,0.358058809,0.991830099,0.517858113,0.351018712,5.020095329,200.8038132,0.348150923,TRUE,5.480300114,0.047695446,0.031762985,4.029632437,8.091655589,1.611852975,0.564928235,40,0.012017785,0.009551948,0.044119214,0.009551948,0.788235294,Henery,0.294117647,78.26316784,44.26316784,0,105.7273474,142,3.847543429,760.6,402.2454928,24,1.971853065,78.87412261,202.457874,560.8123811,1314,953.991432,0.83,0.526315789,NA,NA,NA,NA,0.727583487,0.421156773,0.018942584,NA,NA,"Old (5, 7, 9, 32 yrs)",0.580322109,0.351425045,0.015806224,0.371666667,26.66666667,243.1545967,0.041452592,555.7902582,0.774538526,0.401372425,0.022818039,0.719711329,63.41176471,654.6623237,8.521176961,979.3611319,0.020466667,14.04711571,0.111747644
43,Waratah2003,HEPU,HEPU_801,end,9,112,4.189514416,3.62458618,217.8547496,679.9145872,450.4478705,3.153846154,0,0.533291179,3.393333333,2.243333333,2.440968409,126.9303573,0.223307059,11.61196706,0.29716,194.1133145,0.788235294,40.98823529,2059.201943,23,1372.947492,-6.339864467,-0.240146381,-6.339864467,0,0.006306234,52,1379.287356,5.091081795,1.15,703,680,0,19.4280303,19.66817668,450.4478705,450.4478705,223.1268522,456.787735,0.066062835,512.9,519.2398645,20,0.0264,18,18,0,TRUE,1.4,164,4,29.37626824,0.564928235,0.557095903,1.183617771,0.833333333,0.467482452,38,24.30908753,1.255717747,65.29732282,90,115.4359541,3.157103728,164.1693939,0.557095903,0,74,56,108,1.973485957,102.6212698,39.68125,21.16964433,60.16635757,0.626521868,61.5481241,114.0307625,0.949395855,0.82137612,0.553153674,0.050604145,0.113247312,0.2833,0.111434781,0.879723932,0.33018354,0.128019735,0.286496111,0.268222446,0.600256577,0.284561194,0.372283066,0.105937314,0.627716934,0.715438806,0.625093797,0.44721636,0.374906203,0.17862388,0.399743423,0.111434781,0.446846326,0.337493446,0.788235294,0.788235294,40.98823529,0.788235294,0.143200625,1,0.250935749,0.337493446,4.412821475,229.4667167,0.337493446,TRUE,8.338342828,0.060179334,0.040076684,5.491103814,11.66690336,2.643864799,0.564928235,52,0.006306234,0.005639062,0.050604145,0.005639062,0.788235294,Henery,0.317073171,45.7311413,27.7311413,0,149.6557065,280,9.043632959,2035.9,656.6126438,18,1.971853065,102.5363594,229.4667167,1602.414208,2548.8,1175.852508,0.83,0.577777778,89.88733333,1.217333333,133.587625,1.3311375,0.251927894,0.201231952,0.007622422,5.938212076,0.080420491,"Old (5, 7, 9, 32 yrs)",0.442977887,0.27579913,0.010446937,0.546190476,37.14285714,701.7571989,-0.29743557,1317.044665,0.774538526,0.401372425,0.022818039,0.719711329,63.41176471,654.6623237,8.521176961,979.3611319,0.020466667,14.04711571,0.111747644
44,Basin2005,LEES,LEES_001,end,7,15,0,0,27.08509044,2303.935031,2276.849941,0,0,0.549256411,4.283333333,3.54,0,27.08509044,0,0,0.8064,0,0,0,3441.694167,87,1246.019228,108.2600927,7.732863765,0,108.2600927,0.031704974,83,1137.759135,4.567360846,0.743333333,342,255,0,168.8285714,161.0957077,2276.849941,2168.589848,135.3451832,2168.589848,0.343949333,2363.6,2255.339907,40,0.014,3,3,0,TRUE,2.4,15,1,0,0,0,0,0.454545455,0,5,10.89516129,0,10.89516129,5,10.89516129,0,16.18992915,0,0,10,4,11,0,16.18992915,9.782236842,0,0,0,0,16.18992915,1,1,1,0,0,0.1071,0.039325163,0.961535705,0.669418873,0,0,0,0,0.402256781,1,0,0,0.597743219,1,0,0,0,1,0.007869697,0,0.058745226,0,0,0,0,0.02127484,0.200118614,0.666796664,0.058745226,0,27.08509044,0.011756013,TRUE,0.093112351,0,0,0.06828239,0.168130429,0,0,0,0,0,0,0,0,Wenk,0,44.19423082,41.19423082,8,77.99441035,85,14.40965647,2862.2,1724.440865,6,0,0,135.3451832,1273.104319,5225.8,3979.780772,0.79,0,158.9455,0.832,153.1765556,0.8486,0.825798337,0.452294386,0.032306742,54.66919876,0.286165845,"Old (5, 7, 9, 32 yrs)",0.466361007,0.311077498,0.022219821,0.437619048,42.28571429,551.5077821,2.797631695,1520.871546,0.911516617,0.416892398,0.034789463,0.682051282,88.35897436,879.5121952,13.80131927,1943.967685,0.01291453,60.84332659,0.331664696
45,Waratah2011,LEES,LEES_102,end,1.4,0,0,0,0,78.9,78.9,0,0,0.549256411,0.793333333,0.32,0,0,0,0,0.8064,0,0,0,107.5508456,43,90.24286613,61.59202055,6.599145059,0,61.59202055,0.572678162,45,28.65084559,0.413887379,0.473333333,73,30,0,8.453571429,1.85442637,78.9,17.30797945,61.59202055,17.30797945,0.272151503,78.9,17.30797945,40,0.009333333,0,0,0,FALSE,2.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.1071,0.572678162,1,0.733606506,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.780633974,0,0,0,0,0,0,0.733606506,0.780633974,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,Wenk,0,17.02694874,17.02694874,14,4.394051287,30,0.494312151,30.5,1.849154414,0,0,0,61.59202055,90.24286613,109.4,19.15713387,0.79,0,65.5685,0.7675,153.1765556,0.8486,2.586885246,0.721206581,0.077272134,17.84456579,0.208876278,"Young (1.4, 2.4 yrs)",1.90520859,0.651198682,0.069771287,1.039583333,186.125,616.9958227,38.91216412,183.6900277,0.911516617,0.416892398,0.034789463,0.682051282,88.35897436,879.5121952,13.80131927,1943.967685,0.01291453,60.84332659,0.331664696
46,Waratah2011,LEES,LEES_152,end,2.4,138,0,0,174.2625,639.8903565,465.6278565,0,0,0.549256411,2.46,1.523333333,0,174.2625,0,0,0.8064,0,0,0,1254.775835,147,992.4057924,377.5203135,29.04002412,0,377.5203135,0.349389777,153,614.8854789,2.930364181,0.936666667,312,165,0,78.17692308,49.13689896,465.6278565,88.10754296,551.7828135,88.10754296,0.560173,1016.3,638.7796865,40,0.013,68.65705137,0,125,TRUE,2.4,138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,174.2625,0,0,138,138,0,0,174.2625,174.2625,0,0,0,0,174.2625,1,1,1,0,0,0.1071,0.439746127,0.137931034,0.509963882,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.138879388,0,0.862308375,0,0,0,0,0.149367649,0.315817194,0.430932078,0.862308375,0,174.2625,0.272331812,TRUE,2.808480041,0,0,0,3.546469226,0,0,0,0,0,0,0,0,Wenk,0,152.6932822,84.03623087,0,79.64217959,174,4.752915526,836.8,221.9145211,0,0,0,551.7828135,1166.668292,1853.1,860.6942076,0.79,0,229.017,1.174,153.1765556,0.8486,1.214507648,0.548432357,0.042187104,128.2891399,0.657643102,"Young (1.4, 2.4 yrs)",1.288005525,0.550203181,0.042323322,1.014,145.4,1289.853929,32.52322685,1781.174854,0.911516617,0.416892398,0.034789463,0.682051282,88.35897436,879.5121952,13.80131927,1943.967685,0.01291453,60.84332659,0.331664696
47,Basin2005,PELA,PELA_001,end,7,0,0,0,0,7448.75712,7448.75712,0,0,0.217086318,7.316666667,5.473333333,0,0,0,0,14.392,0,0,0,11465.18666,205,8164.563633,4148.134098,191.452343,0,4148.134098,0.361802579,218,4016.429535,18.51673036,1.843333333,570,365,0,892.2,700.747657,7448.75712,3300.623022,4148.134098,3300.623022,10.04519104,19331,15182.8659,40,0.021666667,36,36,0,FALSE,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0318,0.361802579,0.217391304,0.649684767,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.556889429,0,0,0,0,0,0,0.649684767,0.556889429,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,Wenk,0,63,27,0,46,160,42.04519985,6587.2,2570.770465,0,0,0,4148.134098,8164.563633,25918.2,17753.63637,0.6675,0,117.167,0.74085,172.93,0.9440375,2.934630799,0.745846548,0.034423687,1176.964899,7.441979783,"Old (5, 7, 9, 32 yrs)",1.924860103,0.650903062,0.03004168,2.735714286,190.7142857,20373.1953,351.1476805,28651.47489,3.00299925,0.667662316,0.034500315,1.306530612,80,10806.19116,134.9178242,17559.79264,0.020346939,1129.289756,4.973994794
48,Basin2007,PELA,PELA_401,end,5,0,0,0,0,4111.379838,4111.379838,0,0,0.217086318,4.49,3.306666667,0,0,0,0,14.392,0,0,0,5349.538451,120,4641.268424,3403.109811,134.333282,0,3403.109811,0.636150173,120,1238.158612,7.246127089,1.183333333,303,183,0,330.0394737,195.7061917,4111.379838,708.270027,3403.109811,708.270027,16.70716458,8361,4957.890189,40,0.025333333,18,18,0,FALSE,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0318,0.636150173,0.142857143,0.768548516,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.827729362,0,0,0,0,0,0,0.768548516,0.827729362,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,Wenk,0,31,13,0,21,183,15.83370551,2005.1,766.9413878,0,0,0,3403.109811,4641.268424,10366.1,5724.831576,0.6675,0,NA,NA,NA,NA,4.16986684,0.80657142,0.031838346,NA,NA,"Old (5, 7, 9, 32 yrs)",3.443829702,0.769730497,0.030384099,1.38952381,111.8571429,6001.563992,158.1977696,6609.820916,3.00299925,0.667662316,0.034500315,1.306530612,80,10806.19116,134.9178242,17559.79264,0.020346939,1129.289756,4.973994794
49,Waratah2003,PELA,PELA_801,end,9,0,0,0,0,9783.712422,9783.712422,0,0,0.217086318,8.243333333,6.283333333,0,0,0,0,14.392,0,0,0,18548.83574,115,11507.9793,2742.85598,117.5509706,0,2742.85598,0.147872137,138,8765.123321,22.36206595,1.96,700,585,0,1154.82,1037.269029,9783.712422,7040.856442,2742.85598,7040.856442,5.124308222,26945.8,24202.94402,40,0.023333333,39,39,0,FALSE,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.0318,0.147872137,0.290909091,0.527456955,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.280349203,0,0,0,0,0,0,0.527456955,0.280349203,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,Wenk,0,72,33,0,55,174,53.3698036,14891.2,6126.076679,0,0,0,2742.85598,11507.9793,41837,30329.0207,0.6675,0,153.3285,1.08225,172.93,0.9440375,1.809511658,0.644066257,0.02760284,785.7024933,5.545782574,"Old (5, 7, 9, 32 yrs)",1.163621485,0.515961664,0.022112643,2.069047619,130,26717.4985,219.7938147,42389.07334,3.00299925,0.667662316,0.034500315,1.306530612,80,10806.19116,134.9178242,17559.79264,0.020346939,1129.289756,4.973994794
50,Basin1981,PELA,PELA_901,end,32,100,1243.331086,1129.480472,2486.662171,6720.436291,4226.295398,51,0,0.217086318,16.5,16.44333333,946.5215186,1893.043037,3.739361186,7.478722372,14.392,1839.160296,284.0246115,568.0492229,8451.137953,0,1473.553746,-257.1479162,-10.94246452,-257.1479162,0,0.001253878,68,1730.701662,1.466172565,0.056666667,2140,2140,0,444.8212766,455.7637411,4226.295398,4226.295398,2236.992977,4483.443314,3.976438205,10453.3,10710.44792,40,0.0235,25,25,0,TRUE,9,102,1,557.5571672,278.7785836,164.9279704,18.0309833,0.095744681,50.01393399,7,100.027868,332.5318788,665.0637576,9,678.6237576,914.5385679,1829.077136,0,1.506666667,93,8,94,896.5075846,1793.015169,134.1647059,0,0,16.52431663,36.0619666,1815.517136,0.997001484,0.905707031,0.75899603,0.002998516,0.012441772,0.0318,0.295124859,0.418604651,0.795210814,0.223546781,0.927564724,0.014458673,0.059993504,0.266650436,0.150403427,0.040105139,0.849596573,0.733349564,0.980284065,0.718890891,0.019715935,0.094292969,0.940006496,0.295124859,0.24100397,0.371127823,117.5899744,119.0966411,235.1799488,282.5179448,0.628612109,1,0.709831723,0.371127823,1247.070447,2494.140893,0.371127823,TRUE,0.223800164,0.039562128,0.619878062,0.20624721,5.472442558,0.004388239,113.8506132,2,0.001253878,0.000884937,0.002998516,0.000884937,117.5899744,Wenk,0.019607843,37,12,0,43,210,213.82465,148566.9,146836.1983,85,300.5489281,601.0978562,2494.140893,3967.694639,159020.2,157546.6463,0.6675,0.222222222,140.0785,1.07765,172.93,0.9440375,0.070360895,0.065735674,0.002797263,557.0134991,4.285208632,"Old (5, 7, 9, 32 yrs)",0.149090483,0.126041576,0.005363471,0.725,-123.75,30569.22477,-38.39364865,63700.35431,3.00299925,0.667662316,0.034500315,1.306530612,80,10806.19116,134.9178242,17559.79264,0.020346939,1129.289756,4.973994794
51,Basin2005,PEPU,PEPU_001,end,7,38,70.73384518,66.57239715,4880.635317,11621.41777,6545.739476,1.550724638,1,1,8.21,6.14,12.98406527,895.9005034,2.826709868,195.0429809,2.21,1191.606549,6.988157895,482.1828947,19617.54993,32,10117.24874,2121.116589,62.38578203,0,2121.116589,0.157167198,76,7996.132156,23.32985974,2.07,840,808,0,314.1705882,251.7848062,6545.739476,4424.622886,7196.794887,4424.622886,3.918476667,10681.8,8560.683411,40,0.034,43,43,0,TRUE,7,107,1,3216.315637,46.6132701,47.75934638,11.13650981,1,6.850914939,38,472.7131308,56.29089491,3884.071749,107,4451.976849,17.26966013,1191.606549,5.307524299,0,0,0,107,6.133150328,423.1873726,0,201.6859234,567.9051,5.828985507,768.4191766,623.7014493,0.961573021,0.905001289,0.176508528,0.038426979,0.046663481,0.4045,0.366854929,0.516853933,0.592399041,0.633672082,0.769494407,0.151392411,0.183842112,0.765232058,0.121705561,0.093132997,0.878294439,0.234767942,0.355140187,0.083375531,0.644859813,0.094998711,0.816157888,0.258731509,0.823491472,0.619269957,6.988157895,6.988157895,482.1828947,49.43997997,0.334081661,0.705269273,0.457407988,0.619269957,73.56055505,5075.678298,0.436752073,TRUE,0.424966072,0.044230269,0.196358075,0.424966072,20.15879502,0.274043542,4.161448026,69,0.013234994,0.00994227,0.027101367,0.00994227,6.988157895,Henery,0.644859813,59,16,0,89,235,52.93905635,12753.1,4756.967844,0,60.57648978,4179.777795,7196.794887,15192.92704,23434.9,13317.65126,0.6575,0.644859813,154.369,1.20275,132.8361111,1.055844444,0.837584587,0.455807364,0.013406099,604.8913246,4.712947811,"Old (5, 7, 9, 32 yrs)",0.840374401,0.451378495,0.013275838,1.441904762,29.85714286,5488.708707,35.33021694,9967.784306,2.607257489,0.587628333,0.023980619,0.983821138,63.26829268,4766.612303,28.20874711,7734.157591,0.02973503,434.4576231,3.99442197
52,Waratah2011,PEPU,PEPU_151,end,2.4,0,0,0,0,985.3127311,985.3127311,0,0,1,2.693333333,2.103333333,0,0,0,0,2.21,0,0,0,1132.630071,41,1132.630071,985.3127311,33.89789097,0,985.3127311,0.869933402,40,147.3173402,2.222702982,0.59,96,55,0,56.73772399,22.83983302,985.3127311,0,985.3127311,0,4.216616667,1649.2,663.8872689,40,0.029067081,20,20,0,FALSE,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.4045,0.869933402,0,0.869933402,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0.869933402,1,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,Henery,0,34,14,0,20,27,5.697313184,273.8,126.4826598,0,0,0,985.3127311,1132.630071,1923,790.3699287,0.6575,0,171.688,1.5278,132.8361111,1.055844444,6.023374726,0.857618305,0.029504797,723.9424823,6.442146943,"Young (1.4, 2.4 yrs)",5.380829562,0.837839185,0.028824332,0.544285714,75.42857143,630.8635806,17.67123565,692.6254855,2.607257489,0.587628333,0.023980619,0.983821138,63.26829268,4766.612303,28.20874711,7734.157591,0.02973503,434.4576231,3.99442197
53,Basin2007,PEPU,PEPU_401,end,5,63,192.2610218,188.5456432,2307.132262,4064.935895,1727.519086,6.25,1,1,4.143333333,2.843333333,71.70581602,860.4697923,2.523712273,30.28454727,2.21,666.743813,6.239090909,74.86909091,5301.502969,82,2277.787878,1041.220804,35.90416567,0,1041.220804,0.357839912,74,1236.567074,7.133509719,1.3,325,243,0,110.5413793,74.63721364,1727.519086,686.2982815,3378.637614,686.2982815,3.518540833,3205.7,2164.479196,40,0.029,28,28,0,TRUE,7,75,1,1339.98346,111.6652883,111.0108417,8.889917507,1,25.03374911,63,300.4049893,139.2227497,1670.672996,75,1900.242896,55.56198442,666.743813,3.060932,0,0,0,75,46.67206691,560.064803,0,192.838716,229.5699,5.828985507,106.6790101,437.173913,0.987043583,0.967969302,0.368128521,0.012956417,0.02050483,0.4045,0.637298071,0.317073171,0.766751602,0.573275359,0.907265761,0.045639703,0.072229409,0.714751853,0.179810765,0.128520077,0.820189235,0.285248147,0.84,0.239608443,0.16,0.032030698,0.927770591,0.44089701,0.631871479,0.831166272,6.239090909,6.239090909,74.86909091,114.1890006,0.506460053,0.69182229,0.587036077,0.831166272,194.7847341,2337.416809,0.575019353,TRUE,1.004860663,0.119108379,1.529920465,1.004860663,31.31704273,0.160777706,3.715378636,12,0.010113827,0.005712446,0.008963538,0.005712446,6.239090909,Henery,0.16,44,16,0,41,45,13.48309608,1735.8,499.2329263,0,123.0789181,1476.947017,3378.637614,4615.204687,4941.5,2663.712122,0.6575,0.16,NA,NA,NA,NA,1.846814149,0.648730143,0.022370005,NA,NA,"Old (5, 7, 9, 32 yrs)",1.844606636,0.637186669,0.021971954,1.236111111,55.66666667,2106.797647,31.11238887,3633.492798,2.607257489,0.587628333,0.023980619,0.983821138,63.26829268,4766.612303,28.20874711,7734.157591,0.02973503,434.4576231,3.99442197
54,Waratah2003,PEPU,PEPU_801,end,9,8,0,0,316.3154872,14001.74833,13685.43285,0,1,1,9.463333333,8.34,0,316.3154872,0,0,2.21,0,0,0,21201.56635,70,10074.08589,2874.26788,83.71654019,0,2874.26788,0.137621899,190,7199.818014,15.70723896,1.123333333,895,825,0,693.8126214,610.0960812,13685.43285,10811.16497,3190.583367,10811.16497,4.04059625,23820.9,20946.63212,40,0.034333333,15,15,0,TRUE,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,316.3154872,0,0,8,0,8,0,316.3154872,254.681734,0,0,0,0,316.3154872,1,1,1,0,0,0.4045,0.150488097,0.516129032,0.660411033,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0.01491944,0,0.227870355,0,0,0,0,0.030443048,0.09914033,0.655267822,0.227870355,0,316.3154872,0.022591142,TRUE,0.013112689,0,0,0.013112689,0.518468315,0,0,0,0,0,0,0,0,Henery,0,47,32,0,31,185,70.33607945,20722.5,13522.68199,8,0,0,3190.583367,10390.40138,44543.4,34469.31411,0.6575,0,74.3055,0.8714,132.8361111,1.055844444,1.149518639,0.534779563,0.015576104,300.2385247,3.520975572,"Old (5, 7, 9, 32 yrs)",0.892851129,0.465023556,0.013544375,1.242380952,95.42857143,8465.972248,50.07725791,14793.61181,2.607257489,0.587628333,0.023980619,0.983821138,63.26829268,4766.612303,28.20874711,7734.157591,0.02973503,434.4576231,3.99442197
55,Basin1981,PEPU,PEPU_901,end,32,41,236.3978678,232.7653178,1891.182942,10617.23275,8706.31021,6.125,1,1,12.38333333,10.34333333,73.39633226,587.1706581,2.46745,19.7396,2.21,497.3002899,6.1,48.8,36033.85471,-52,25485.46687,68.8449134,1.735586052,0,68.8449134,0.00259454,25,25416.62195,36.41294381,2.04,1605,1657,0,347.9042017,346.1686156,8706.31021,8637.465296,1979.767456,8637.465296,4.26572,13800.2,13731.35509,40,0.039666667,23,23,0,TRUE,7,49,1,1222.8204,152.85255,153.54,10.14898551,1,21.38278154,41,171.0622523,176.7027815,1413.622252,49,1625.302252,62.16253623,497.3002899,4.32,0,0,0,49,52.01355072,416.1084058,0,177.12,211.68,5.828985507,81.19188406,285.6202899,0.98967012,0.974462597,0.307270779,0.01032988,0.014911858,0.4045,0.054941873,0.629032258,0.294646044,0.639911024,0.923753473,0.042488318,0.061334669,0.739759054,0.121009875,0.089518151,0.878990125,0.260240946,0.836734694,0.217752628,0.163265306,0.025537403,0.938665331,0.053031311,0.692729221,0.186467369,6.1,6.1,48.8,155.32,0.06975089,0.965225758,0.255576068,0.186467369,238.8653178,1910.922542,0.179983107,TRUE,0.141549516,0.029318041,0.448683078,0.141549516,5.520207367,0.023110125,3.63255,8,0.00057815,0.000547807,0.009970666,0.000547807,6.1,Henery,0.163265306,31,8,0,62,30,120.4384085,55906.6,30489.97805,0,165.4689855,1323.751884,1979.767456,27396.38941,69706.8,44221.33313,0.6575,0.163265306,92.021,1.2533,132.8361111,1.055844444,0.246843843,0.197974946,0.004990965,392.5358201,5.346226876,"Old (5, 7, 9, 32 yrs)",0.265071464,0.207731375,0.005236925,0.896111111,67.16666667,12720.26549,1.801304701,18646.04272,2.607257489,0.587628333,0.023980619,0.983821138,63.26829268,4766.612303,28.20874711,7734.157591,0.02973503,434.4576231,3.99442197
